event,event_name,position,athelete,country,mark
High Jump men,15th IAAF World Championships,1,Derek Drouin,CAN,2.34
High Jump men,15th IAAF World Championships,2,Guowei Zhang,CHN,2.33
High Jump men,15th IAAF World Championships,2,Bohdan Bondarenko,UKR,2.33
High Jump men,15th IAAF World Championships,4,Mutaz Essa Barshim,QAT,2.33
High Jump men,15th IAAF World Championships,5,Daniil Tsyplakov,RUS,2.29
High Jump men,15th IAAF World Championships,6,Donald Thomas,BAH,2.29
High Jump men,15th IAAF World Championships,7,Jaroslav Bába,CZE,2.29
High Jump men,15th IAAF World Championships,8,Erik Kynard,USA,2.25
High Jump men,15th IAAF World Championships,8,Gianmarco Tamberi,ITA,2.25
High Jump men,15th IAAF World Championships,10,Trevor Barry,BAH,2.25
High Jump men,15th IAAF World Championships,11,Dimitrios Chondrokoukis,CYP,2.25
High Jump men,15th IAAF World Championships,12,Brandon Starc,AUS,2.25
High Jump men,15th IAAF World Championships,12,Eike Onnen,GER,2.25
High Jump men,15th IAAF World Championships,14,Konstadínos Baniótis,GRE,2.20
