event,event_name,position,athelete,country,mark
Shot Put women,14th IAAF World Championships,1,Valerie Adams,NZL,20.88
Shot Put women,14th IAAF World Championships,2,Christina Schwanitz,GER,20.41
Shot Put women,14th IAAF World Championships,3,Lijiao Gong,CHN,19.95
Shot Put women,14th IAAF World Championships,4,Michelle Carter,USA,19.94
Shot Put women,14th IAAF World Championships,5,Ling Li,CHN,18.39
Shot Put women,14th IAAF World Championships,6,Irina Tarasova,RUS,18.37
Shot Put women,14th IAAF World Championships,7,Tia Brooks,USA,18.09
Shot Put women,14th IAAF World Championships,8,Galyna Turchyn,UKR,18.08
Shot Put women,14th IAAF World Championships,9,Xiangrong Liu,CHN,18.04
Shot Put women,14th IAAF World Championships,10,Natalia Ducó,CHI,18.02
Shot Put women,14th IAAF World Championships,11,Alena Abramchuk,BLR,17.70
