event,event_name,position,athelete,country,mark
3000 Metres Steeplechase women,10th IAAF World Championships in Athletics,1,Docus Inzikuru,UGA,9:18.24  CR
3000 Metres Steeplechase women,10th IAAF World Championships in Athletics,2,Yekaterina Volkova,RUS,9:20.49  PB
3000 Metres Steeplechase women,10th IAAF World Championships in Athletics,3,Jeruto Kiptum Kiptubi,KEN,9:26.95  NR
3000 Metres Steeplechase women,10th IAAF World Championships in Athletics,4,Korene Hinds,JAM,9:33.30  NR
3000 Metres Steeplechase women,10th IAAF World Championships in Athletics,5,Salome Chepchumba,KEN,9:37.39
3000 Metres Steeplechase women,10th IAAF World Championships in Athletics,6,Yelena Zadorozhnaya,RUS,9:37.91
3000 Metres Steeplechase women,10th IAAF World Championships in Athletics,7,Cristina Casandra,ROU,9:39.52
3000 Metres Steeplechase women,10th IAAF World Championships in Athletics,8,Mardrea Hyman,JAM,9:39.66
3000 Metres Steeplechase women,10th IAAF World Championships in Athletics,9,Elizabeth Jackson,USA,9:46.72
3000 Metres Steeplechase women,10th IAAF World Championships in Athletics,10,Bouchra Chaabi,MAR,9:47.62
3000 Metres Steeplechase women,10th IAAF World Championships in Athletics,11,Yamina Bouchaouante,FRA,9:48.48
3000 Metres Steeplechase women,10th IAAF World Championships in Athletics,12,Minori Hayakari,JPN,9:48.97
3000 Metres Steeplechase women,10th IAAF World Championships in Athletics,13,Inês Monteiro,POR,9:50.35
3000 Metres Steeplechase women,10th IAAF World Championships in Athletics,14,Wioletta Frankiewicz,POL,10:00.03
3000 Metres Steeplechase women,10th IAAF World Championships in Athletics,15,Carrie Messner-Vickers,USA,10:11.20
