event,event_name,position,athelete,country,mark
"10,000 Metres women",13th IAAF World Championships in Athletics,1,Vivian Jepkemoi CHERUIYOT,KEN,30:48.98  PB
"10,000 Metres women",13th IAAF World Championships in Athletics,2,Sally KIPYEGO,KEN,30:50.04
"10,000 Metres women",13th IAAF World Championships in Athletics,3,Linet Chepkwemoi Masai,KEN,30:53.59  SB
"10,000 Metres women",13th IAAF World Championships in Athletics,4,Priscah Jepleting Cherono,KEN,30:56.43  PB
"10,000 Metres women",13th IAAF World Championships in Athletics,5,Meselech Melkamu,ETH,30:56.55  SB
"10,000 Metres women",13th IAAF World Championships in Athletics,6,Shitaye ESHETE,BRN,31:21.57  NR
"10,000 Metres women",13th IAAF World Championships in Athletics,7,Shalane Flanagan,USA,31:25.57
"10,000 Metres women",13th IAAF World Championships in Athletics,8,Dulce Félix,POR,31:37.03
"10,000 Metres women",13th IAAF World Championships in Athletics,9,Jennifer Rhines,USA,31:47.59
"10,000 Metres women",13th IAAF World Championships in Athletics,10,Jessica AUGUSTO,POR,32:06.68  SB
"10,000 Metres women",13th IAAF World Championships in Athletics,11,Tigist Kiros,ETH,32:11.37
"10,000 Metres women",13th IAAF World Championships in Athletics,12,Christelle Daunay,FRA,32:22.20
"10,000 Metres women",13th IAAF World Championships in Athletics,13,Kara Goucher,USA,32:29.58
"10,000 Metres women",13th IAAF World Championships in Athletics,14,Hikari Yoshimoto,JPN,32:32.22
"10,000 Metres women",13th IAAF World Championships in Athletics,15,Kayo Sugihara,JPN,32:53.89
"10,000 Metres women",13th IAAF World Championships in Athletics,16,Krisztina Papp,HUN,32:56.02
"10,000 Metres women",13th IAAF World Championships in Athletics,17,Megumi Kinukawa,JPN,34:08.37  SB
