event,event_name,position,athelete,country,mark
50 Kilometres Race Walk men,7th IAAF World Championships in Athletics,1,Ivano Brugnetti,ITA,3:47:54   PB
50 Kilometres Race Walk men,7th IAAF World Championships in Athletics,2,Nikolay Matyukhin,RUS,3:48:18
50 Kilometres Race Walk men,7th IAAF World Championships in Athletics,3,Curt Clausen,USA,3:50:55
50 Kilometres Race Walk men,7th IAAF World Championships in Athletics,4,Valentín Massana,ESP,3:51:55
50 Kilometres Race Walk men,7th IAAF World Championships in Athletics,5,Robert Ihly,GER,3:53:47
50 Kilometres Race Walk men,7th IAAF World Championships in Athletics,6,Arturo Di Mezza,ITA,3:53:50
50 Kilometres Race Walk men,7th IAAF World Championships in Athletics,7,Craig Barrett,NZL,3:54:38
50 Kilometres Race Walk men,7th IAAF World Championships in Athletics,8,Yongjian Yang,CHN,3:55:23   PB
50 Kilometres Race Walk men,7th IAAF World Championships in Athletics,9,René Piller,FRA,3:56:39
50 Kilometres Race Walk men,7th IAAF World Championships in Athletics,10,Modris Liepinš,LAT,3:57:11
50 Kilometres Race Walk men,7th IAAF World Championships in Athletics,11,Theódoros Stamatópoulos,GRE,3:58:37   PB
50 Kilometres Race Walk men,7th IAAF World Championships in Athletics,12,Dion Russell,AUS,3:59:23
50 Kilometres Race Walk men,7th IAAF World Championships in Athletics,13,Aleksandar Rakovic,SCG,3:59:56
50 Kilometres Race Walk men,7th IAAF World Championships in Athletics,14,Hongye Ma,CHN,4:01:28
50 Kilometres Race Walk men,7th IAAF World Championships in Athletics,15,Fumio Imamura,JPN,4:01:47
50 Kilometres Race Walk men,7th IAAF World Championships in Athletics,16,Miloš Holuša,CZE,4:03:20
50 Kilometres Race Walk men,7th IAAF World Championships in Athletics,17,Spirídon Kastánis,GRE,4:03:59
50 Kilometres Race Walk men,7th IAAF World Championships in Athletics,18,Yinhang Wang,CHN,4:04:57
50 Kilometres Race Walk men,7th IAAF World Championships in Athletics,19,Roman Magdziarczyk,POL,4:05:10
50 Kilometres Race Walk men,7th IAAF World Championships in Athletics,20,Gyula Dudás,HUN,4:05:58
50 Kilometres Race Walk men,7th IAAF World Championships in Athletics,21,Pedro Martins,POR,4:06:31
50 Kilometres Race Walk men,7th IAAF World Championships in Athletics,22,Bengt Bengtsson,SWE,4:09:34
50 Kilometres Race Walk men,7th IAAF World Championships in Athletics,23,Carlos Mercenário,MEX,4:09:40
50 Kilometres Race Walk men,7th IAAF World Championships in Athletics,24,Denis Franke,GER,4:10:16
50 Kilometres Race Walk men,7th IAAF World Championships in Athletics,25,Pascal Servanty,FRA,4:11:02
50 Kilometres Race Walk men,7th IAAF World Championships in Athletics,26,Santiago Pérez,ESP,4:11:30
50 Kilometres Race Walk men,7th IAAF World Championships in Athletics,27,Akihiko Koike,JPN,4:18:43
50 Kilometres Race Walk men,7th IAAF World Championships in Athletics,28,Jeff Cassin,IRL,4:20:43
50 Kilometres Race Walk men,7th IAAF World Championships in Athletics,29,Klaus David Jensen,DEN,4:32:06
