event,event_name,position,athelete,country,mark
Pole Vault men,6th IAAF World Championships In Athletics,1,Sergey Bubka,UKR,6.01
Pole Vault men,6th IAAF World Championships In Athletics,2,Maksim Tarasov,RUS,5.96
Pole Vault men,6th IAAF World Championships In Athletics,3,Dean Starkey,USA,5.91
Pole Vault men,6th IAAF World Championships In Athletics,4,Tim Lobinger,GER,5.80
Pole Vault men,6th IAAF World Championships In Athletics,5,Nick Buckfield,GBR,5.70
Pole Vault men,6th IAAF World Championships In Athletics,6,Pat Manson,USA,5.70
Pole Vault men,6th IAAF World Championships In Athletics,7,Vadim Strogalev,RUS,5.70
Pole Vault men,6th IAAF World Championships In Athletics,8,Yevgeniy Smiryagin,RUS,5.70
Pole Vault men,6th IAAF World Championships In Athletics,9,Martin Eriksson,SWE,5.50
Pole Vault men,6th IAAF World Championships In Athletics,9,Danny Krasnov,ISR,5.50
Pole Vault men,6th IAAF World Championships In Athletics,11,Trond Barthel,NOR,5.50
