event,event_name,position,athelete,country,mark
3000 Metres Steeplechase men,12th IAAF World Championships in Athletics,1,Ezekiel Kemboi,KEN,8:00.43  CR
3000 Metres Steeplechase men,12th IAAF World Championships in Athletics,2,Richard Kipkemboi Mateelong,KEN,8:00.89  PB
3000 Metres Steeplechase men,12th IAAF World Championships in Athletics,3,Bouabdellah Tahri,FRA,8:01.18  AR
3000 Metres Steeplechase men,12th IAAF World Championships in Athletics,4,Paul Kipsiele Koech,KEN,8:01.26  SB
3000 Metres Steeplechase men,12th IAAF World Championships in Athletics,5,Yacob Jarso,ETH,8:12.13  PB
3000 Metres Steeplechase men,12th IAAF World Championships in Athletics,6,Roba Gari,ETH,8:12.40
3000 Metres Steeplechase men,12th IAAF World Championships in Athletics,7,Brimin Kiprop Kipruto,KEN,8:12.61
3000 Metres Steeplechase men,12th IAAF World Championships in Athletics,8,Jukka Keskisalo,FIN,8:14.47
3000 Metres Steeplechase men,12th IAAF World Championships in Athletics,9,Eliseo Martín,ESP,8:16.51  SB
3000 Metres Steeplechase men,12th IAAF World Championships in Athletics,10,Tareq Mubarak Taher,BRN,8:17.08
3000 Metres Steeplechase men,12th IAAF World Championships in Athletics,11,Benjamin Kiplagat,UGA,8:17.82
3000 Metres Steeplechase men,12th IAAF World Championships in Athletics,12,Abubaker Ali Kamal,QAT,8:19.72
3000 Metres Steeplechase men,12th IAAF World Championships in Athletics,13,Ruben Ramolefi,RSA,8:32.54
3000 Metres Steeplechase men,12th IAAF World Championships in Athletics,14,Mustafa Mohamed,SWE,8:35.77
