event,event_name,position,athelete,country,mark
Javelin Throw men,8th IAAF World Championships,1,Jan Zelezný,CZE,92.80
Javelin Throw men,8th IAAF World Championships,2,Aki Parviainen,FIN,91.31
Javelin Throw men,8th IAAF World Championships,3,Konstantinos Gatsioudis,GRE,89.95
Javelin Throw men,8th IAAF World Championships,4,Breaux Greer,USA,87.00
Javelin Throw men,8th IAAF World Championships,5,Raymond Hecht,GER,86.46
Javelin Throw men,8th IAAF World Championships,6,Boris Henry,GER,85.52
Javelin Throw men,8th IAAF World Championships,7,Sergey Makarov,RUS,83.64
Javelin Throw men,8th IAAF World Championships,8,Eriks Rags,LAT,82.82
Javelin Throw men,8th IAAF World Championships,9,Rongxiang Li,CHN,81.80
Javelin Throw men,8th IAAF World Championships,10,Aleksandr Ivanov,RUS,80.56
Javelin Throw men,8th IAAF World Championships,11,Voldemars Lusis,LAT,79.70
Javelin Throw men,8th IAAF World Championships,12,Mick Hill,GBR,77.81
