event,event_name,position,athelete,country,mark
Hammer Throw men,1st IAAF World Championships in Athletics,1,Sergey Litvinov,URS,82.68
Hammer Throw men,1st IAAF World Championships in Athletics,2,Yuriy Sedykh,URS,80.94
Hammer Throw men,1st IAAF World Championships in Athletics,3,Zdzislaw Kwasny,POL,79.42
Hammer Throw men,1st IAAF World Championships in Athletics,4,Igor Nikulin,URS,79.34
Hammer Throw men,1st IAAF World Championships in Athletics,5,Günther Rodehau,GDR,77.08
Hammer Throw men,1st IAAF World Championships in Athletics,6,Klaus Ploghaus,FRG,76.96
Hammer Throw men,1st IAAF World Championships in Athletics,7,Karl-Hans Riehm,FRG,76.92
Hammer Throw men,1st IAAF World Championships in Athletics,8,Emanuil Dyulgerov,BUL,76.64
Hammer Throw men,1st IAAF World Championships in Athletics,9,Juha Tiainen,FIN,75.60
Hammer Throw men,1st IAAF World Championships in Athletics,10,Harri Huhtala,FIN,75.46
Hammer Throw men,1st IAAF World Championships in Athletics,11,Christoph Sahner,FRG,72.86
Hammer Throw men,1st IAAF World Championships in Athletics,12,Roland Steuk,GDR,72.10
