event,event_name,position,athelete,country,mark
3000 Metres Steeplechase men,7th IAAF World Championships in Athletics,1,Christopher Koskei,KEN,8:11.76
3000 Metres Steeplechase men,7th IAAF World Championships in Athletics,2,Wilson Boit Kipketer,KEN,8:12.09
3000 Metres Steeplechase men,7th IAAF World Championships in Athletics,3,Ali Ezzine,MAR,8:12.73
3000 Metres Steeplechase men,7th IAAF World Championships in Athletics,4,Damian Kallabis,GER,8:13.11
3000 Metres Steeplechase men,7th IAAF World Championships in Athletics,5,Bernard Barmasai,KEN,8:13.51
3000 Metres Steeplechase men,7th IAAF World Championships in Athletics,6,Eliseo Martín,ESP,8:16.09
3000 Metres Steeplechase men,7th IAAF World Championships in Athletics,7,Paul Kosgei Malakwen,KEN,8:17.55
3000 Metres Steeplechase men,7th IAAF World Championships in Athletics,8,Florin Ionescu,ROU,8:18.17
3000 Metres Steeplechase men,7th IAAF World Championships in Athletics,9,Günther Weidlinger,AUT,8:19.02
3000 Metres Steeplechase men,7th IAAF World Championships in Athletics,10,Giuseppe Maffei,ITA,8:22.65
3000 Metres Steeplechase men,7th IAAF World Championships in Athletics,11,Elarbi Khattabi,MAR,8:24.62
3000 Metres Steeplechase men,7th IAAF World Championships in Athletics,12,Bouabdellah Tahri,FRA,8:25.59
