event,event_name,position,athelete,country,mark
Triple Jump men,9th IAAF World Championships in Athletics,1,Christian Olsson,SWE,17.72
Triple Jump men,9th IAAF World Championships in Athletics,2,Yoandris Betanzos,CUB,17.28
Triple Jump men,9th IAAF World Championships in Athletics,3,Leevan Sands,BAH,17.26
Triple Jump men,9th IAAF World Championships in Athletics,4,Arnie David Girat,CUB,17.23
Triple Jump men,9th IAAF World Championships in Athletics,5,Jadel Gregório,BRA,17.11
Triple Jump men,9th IAAF World Championships in Athletics,6,Kenta Bell,USA,17.08
Triple Jump men,9th IAAF World Championships in Athletics,7,Hrístos Melétoglou,GRE,16.92
Triple Jump men,9th IAAF World Championships in Athletics,8,Andrew Owusu,GHA,16.86
Triple Jump men,9th IAAF World Championships in Athletics,9,Yoelbi Quesada,CUB,16.84
Triple Jump men,9th IAAF World Championships in Athletics,10,Ivaylo Rusenov,BUL,16.66
Triple Jump men,9th IAAF World Championships in Athletics,11,Aleksandr Glavatskiy,BLR,16.40
Triple Jump men,9th IAAF World Championships in Athletics,12,Jonathan Edwards,GBR,16.31
