,event,position,athelete,country,mark,sex,event_number
6,1500 Metres,7,ANDREAS BUSSE,GDR,3:43.72,men,1
7,1500 Metres,8,DRAGAN ZDRAVKOVIC,YUG,3:43.75,men,1
8,1500 Metres,9,JOHN WALKER,NZL,3:44.24,men,1
9,1500 Metres,10,JAN KUBISTA,TCH,3:44.30,men,1
10,1500 Metres,11,UWE BECKER,FRG,3:45.09,men,1
11,1500 Metres,12,MIKE BOIT,KEN,3:46.46,men,1
0,"10,000 Metres",1,BERHANE ADERE,ETH,30:04.18,women,9
1,"10,000 Metres",2,WERKNESH KIDANE,ETH,30:07.15,women,9
2,"10,000 Metres",3,YINGJIE SUN,CHN,30:07.20,women,9
3,"10,000 Metres",4,LORNAH KIPLAGAT,NED,30:12.53,women,9
4,"10,000 Metres",5,ALLA ZHILYAEVA,RUS,30:23.07,women,9
5,"10,000 Metres",6,GALINA BOGOMOLOVA,RUS,30:26.20,women,9
6,"10,000 Metres",7,HUINA XING,CHN,30:31.55,women,9
7,"10,000 Metres",8,BENITA WILLIS,AUS,30:37.68,women,9
8,"10,000 Metres",9,EJEGAYEHU DIBABA,ETH,31:01.07,women,9
9,"10,000 Metres",10,JELENA PROKOPCUKA,LAT,31:06.14,women,9
10,"10,000 Metres",11,KAYOKO FUKUSHI,JPN,31:10.57,women,9
11,"10,000 Metres",12,DEENA KASTOR,USA,31:17.86,women,9
12,"10,000 Metres",13,MIHAELA MARIA PRUNDUS,ROU,31:28.72,women,9
13,"10,000 Metres",14,YOKO SHIBUI,JPN,31:42.01,women,9
14,"10,000 Metres",15,MEGUMI OSHIMA,JPN,31:47.00,women,9
15,"10,000 Metres",16,LIDIYA GRIGORYEVA,RUS,31:49.41,women,9
16,"10,000 Metres",17,ELVA DRYER,USA,31:59.81,women,9
17,"10,000 Metres",18,HELENA JAVORNIK,SLO,32:01.57,women,9
18,"10,000 Metres",19,SALINA JEBET KOSGEI,KEN,32:09.15,women,9
19,"10,000 Metres",20,ANIKÓ KÁLOVICS,HUN,32:15.96,women,9
20,"10,000 Metres",21,SONJA STOLIC,SCG,33:08.87,women,9
21,"10,000 Metres",22,NATALIYA BERKUT,UKR,33:12.84,women,9
22,"10,000 Metres",23,YESENIA CENTENO,ESP,33:32.50,women,9
0,1500 Metres,1,BERNARD LAGAT,USA,3:34.77,men,11
1,1500 Metres,2,RASHID RAMZI,BRN,3:35.00,men,11
2,1500 Metres,3,SHEDRACK KIBET KORIR,KEN,3:35.04,men,11
3,1500 Metres,4,ASBEL KIPROP,KEN,3:35.24,men,11
4,1500 Metres,5,TAREK BOUKENSA,ALG,3:35.26,men,11
5,1500 Metres,6,ANTER ZERGUELAINE,ALG,3:35.29,men,11
6,1500 Metres,7,ARTURO CASADO,ESP,3:35.62,men,11
7,1500 Metres,8,ALAN WEBB,USA,3:35.69,men,11
8,1500 Metres,9,ANDREW BADDELEY,GBR,3:35.95,men,11
9,1500 Metres,10,NICK WILLIS,NZL,3:36.13,men,11
10,1500 Metres,11,BELAL ALI MANSOOR,BRN,3:36.44,men,11
11,1500 Metres,12,SERGIO GALLARDO,ESP,3:37.03,men,11
12,1500 Metres,13,JUAN CARLOS HIGUERO,ESP,3:38.43,men,11
13,1500 Metres,14,YOUSSEF BABA,MAR,3:38.78,men,11
0,3000 Metres,1,YEKATERINA VOLKOVA,RUS,9:06.57,Steeplechase women,11
1,3000 Metres,2,TATYANA ARKHIPOVA,RUS,9:09.19,Steeplechase women,11
2,3000 Metres,3,EUNICE JEPKORIR KERTICH,KEN,9:20.09,Steeplechase women,11
3,3000 Metres,4,RUTH BISIBORI NYANGAU,KEN,9:25.25,Steeplechase women,11
4,3000 Metres,5,SOPHIE DUARTE,FRA,9:27.51,Steeplechase women,11
5,3000 Metres,6,CRISTINA CASANDRA,ROU,9:29.63,Steeplechase women,11
6,3000 Metres,7,GULNARA GALKINA,RUS,9:30.24,Steeplechase women,11
7,3000 Metres,8,ROSA MORATÓ,ESP,9:36.84,Steeplechase women,11
8,3000 Metres,9,HANANE OUHADDOU,MAR,9:37.87,Steeplechase women,11
9,3000 Metres,10,ROISIN MCGETTIGAN,IRL,9:39.80,Steeplechase women,11
10,3000 Metres,11,VEERLE DEJAEGHERE,BEL,9:40.10,Steeplechase women,11
11,3000 Metres,12,FIONNUALA MCCORMACK,IRL,9:48.09,Steeplechase women,11
12,3000 Metres,13,SARA MOREIRA,POR,10:00.40,Steeplechase women,11
13,3000 Metres,14,MARDREA HYMAN,JAM,10:16.24,Steeplechase women,11
0,200 Metres,1,MARITA KOCH,GDR,22.13,women,1
1,200 Metres,2,MERLENE OTTEY,JAM,22.19,women,1
2,200 Metres,3,KATHY SMALLWOOD-COOK,GBR,22.37,women,1
3,200 Metres,4,FLORENCE GRIFFITH-JOYNER,USA,22.46,women,1
4,200 Metres,5,GRACE JACKSON,JAM,22.63,women,1
5,200 Metres,6,ANELIA NUNEVA,BUL,22.68,women,1
6,200 Metres,7,ANGELA BAILEY,CAN,22.93,women,1
7,200 Metres,8,EWA KASPRZYK,POL,23.03,women,1
0,110 Metres,1,JASON RICHARDSON,USA,13.16,Hurdles men,13
1,110 Metres,2,XIANG LIU,CHN,13.27,Hurdles men,13
2,110 Metres,3,ANDREW TURNER,GBR,13.44,Hurdles men,13
3,110 Metres,4,DAVID OLIVER,USA,13.44,Hurdles men,13
4,110 Metres,5,ARIES MERRITT,USA,13.67,Hurdles men,13
5,110 Metres,5,WILLIAM SHARMAN,GBR,13.67,Hurdles men,13
0,1500 Metres,1,MARYAM YUSUF JAMAL,BRN,3:58.75,women,11
1,1500 Metres,2,IRYNA LISHCHYNSKA,UKR,4:00.69,women,11
2,1500 Metres,3,DANIELA YORDANOVA,BUL,4:00.82,women,11
3,1500 Metres,4,MARIEM ALAOUI SELSOULI,MAR,4:01.52,women,11
4,1500 Metres,5,VIOLA JELAGAT KIBIWOT,KEN,4:02.10,women,11
5,1500 Metres,6,AGNES SAMARIA,NAM,4:07.61,women,11
6,1500 Metres,7,NATALYA PANTELEEVA,RUS,4:07.82,women,11
7,1500 Metres,8,LIDIA CHOJECKA,POL,4:08.64,women,11
8,1500 Metres,9,NATALIYA TOBIAS,UKR,4:10.56,women,11
9,1500 Metres,10,IRIS FUENTES-PILA,ESP,4:14.00,women,11
0,Long Jump,1,JIANAN WANG,CHN,8.36,men,-26
1,Long Jump,2,MILTIADIS TENTOGLOU,GRE,8.32,men,-26
2,Long Jump,3,SIMON EHAMMER,SUI,8.16,men,-26
3,Long Jump,4,MAYKEL MASSÓ,CUB,8.15,men,-26
4,Long Jump,5,STEFFIN MCCARTER,USA,8.04,men,-26
5,Long Jump,6,MARQUIS DENDY,USA,8.02,men,-26
6,Long Jump,7,. SREESHANKAR,IND,7.96,men,-26
7,Long Jump,8,EUSEBIO CÁCERES,ESP,7.93,men,-26
8,Long Jump,9,WAYNE PINNOCK,JAM,7.88,men,-26
9,Long Jump,10,YUKI HASHIOKA,JPN,7.86,men,-26
10,Long Jump,11,THOBIAS MONTLER,SWE,7.81,men,-26
11,Long Jump,12,HENRY FRAYNE,AUS,7.8,men,-26
0,High Jump,1,STEFKA KOSTADINOVA,BUL,2.01,women,5
1,High Jump,2,ALINA ASTAFEI,GER,1.99,women,5
2,High Jump,3,INHA BABAKOVA,UKR,1.99,women,5
3,High Jump,4,TATYANA BABASHKINA,RUS,1.96,women,5
4,High Jump,5,TATYANA SHEVCHIK,BLR,1.96,women,5
5,High Jump,6,HANNE HAUGLAND,NOR,1.96,women,5
6,High Jump,7,SVETLANA ISAEVA-LESEVA,BUL,1.93,women,5
7,High Jump,8,NELE ZILINSKIENÉ,LTU,1.93,women,5
8,High Jump,8,AMY ACUFF,USA,1.93,women,5
9,High Jump,10,YELENA TOPCHINA,RUS,1.93,women,5
10,High Jump,11,VIKTORIYA FYODOROVA,RUS,1.9,women,5
11,High Jump,12,TATYANA KHRAMOVA,BLR,1.85,women,5
0,50 Kilometres,1,VALENTIN KONONEN,FIN,3:43:42,Race Walk men,5
1,50 Kilometres,2,GIOVANNI PERRICELLI,ITA,3:45:11,Race Walk men,5
2,50 Kilometres,3,ROBERT KORZENIOWSKI,POL,3:45:57,Race Walk men,5
3,50 Kilometres,4,MIGUEL ÁNGEL RODRÍGUEZ,MEX,3:46:34,Race Walk men,5
4,50 Kilometres,5,JESÚS ÁNGEL GARCÍA,ESP,3:48:05,Race Walk men,5
5,50 Kilometres,6,ALEKSANDAR RAKOVIC,SCG,3:49:35,Race Walk men,5
6,50 Kilometres,7,ARTURO DI MEZZA,ITA,3:49:46,Race Walk men,5
7,50 Kilometres,8,RENÉ PILLER,FRA,3:49:47,Race Walk men,5
8,50 Kilometres,9,SERGEY KOREPANOV,KAZ,3:51:55,Race Walk men,5
9,50 Kilometres,10,NIKOLAY MATYUKHIN,RUS,3:53:25,Race Walk men,5
10,50 Kilometres,11,ŠTEFAN MALÍK,SVK,3:54:23,Race Walk men,5
11,50 Kilometres,12,CARLOS MERCENÁRIO,MEX,3:55:24,Race Walk men,5
12,50 Kilometres,13,AXEL NOACK,GER,3:55:51,Race Walk men,5
13,50 Kilometres,14,TIM BERRETT,CAN,3:57:13,Race Walk men,5
14,50 Kilometres,15,ALEKSEY VOYEVODIN,RUS,3:59:23,Race Walk men,5
15,50 Kilometres,16,JAIME BARROSO,ESP,4:01:23,Race Walk men,5
16,50 Kilometres,17,PAVOL BLAZEK,SVK,4:03:45,Race Walk men,5
17,50 Kilometres,18,HENRIK KJELLGREN,SWE,4:04:38,Race Walk men,5
18,50 Kilometres,19,MILOŠ HOLUŠA,CZE,4:04:59,Race Walk men,5
19,50 Kilometres,20,FUMIO IMAMURA,JPN,4:06:08,Race Walk men,5
20,50 Kilometres,21,JOSÉ MAGALHÃES,POR,4:09:38,Race Walk men,5
21,50 Kilometres,22,CRAIG BARRETT,NZL,4:10:26,Race Walk men,5
22,50 Kilometres,23,ANDRÉS MARÍN,ESP,4:12:01,Race Walk men,5
23,50 Kilometres,24,JEAN-CLAUDE CORRE,FRA,4:12:38,Race Walk men,5
24,50 Kilometres,25,ELOY QUISPE,BOL,4:16:21,Race Walk men,5
25,50 Kilometres,26,MICHAEL HARVEY,AUS,4:16:41,Race Walk men,5
0,400 Metres,1,SYDNEY MCLAUGHLIN,USA,50.68,Hurdles women,-26
1,400 Metres,2,FEMKE BOL,NED,52.27,Hurdles women,-26
2,400 Metres,3,DALILAH MUHAMMAD,USA,53.13,Hurdles women,-26
3,400 Metres,4,SHAMIER LITTLE,USA,53.76,Hurdles women,-26
4,400 Metres,5,BRITTON WILSON,USA,54.02,Hurdles women,-26
5,400 Metres,6,RUSHELL CLAYTON,JAM,54.36,Hurdles women,-26
6,400 Metres,7,GIANNA WOODRUFF,PAN,54.75,Hurdles women,-26
7,400 Metres,8,ANNA RYZHYKOVA,UKR,54.93,Hurdles women,-26
0,3000 Metres,1,SOUFIANE EL BAKKALI,MAR,8:25.13,Steeplechase men,-26
1,3000 Metres,2,LAMECHA GIRMA,ETH,8:26.01,Steeplechase men,-26
2,3000 Metres,3,CONSESLUS KIPRUTO,KEN,8:27.92,Steeplechase men,-26
3,3000 Metres,4,GETNET WALE,ETH,8:28.68,Steeplechase men,-26
4,3000 Metres,5,ABRAHAM KIBIWOT,KEN,8:28.95,Steeplechase men,-26
5,3000 Metres,6,EVAN JAGER,USA,8:29.08,Steeplechase men,-26
6,3000 Metres,7,YEMANE HAILESELASSIE,ERI,8:29.40,Steeplechase men,-26
7,3000 Metres,8,HILLARY BOR,USA,8:29.77,Steeplechase men,-26
8,3000 Metres,9,DANIEL ARCE,ESP,8:30.05,Steeplechase men,-26
9,3000 Metres,10,HAILEMARIYAM AMARE,ETH,8:31.54,Steeplechase men,-26
10,3000 Metres,11,AVINASH MUKUND SABLE,IND,8:31.75,Steeplechase men,-26
11,3000 Metres,12,AHMED ABDELWAHED,ITA,8:33.43,Steeplechase men,-26
12,3000 Metres,13,MEHDI BELHADJ,FRA,8:34.49,Steeplechase men,-26
13,3000 Metres,14,SEBASTIÁN MARTOS,ESP,8:36.66,Steeplechase men,-26
14,3000 Metres,15,LEONARD KIPKEMOI BETT,KEN,8:36.74,Steeplechase men,-26
0,800 Metres,1,MARINA ARZAMASOVA,BLR,1:58.03,women,15
1,800 Metres,2,MELISSA BISHOP-NRIAGU,CAN,1:58.12,women,15
2,800 Metres,3,EUNICE JEPKOECH SUM,KEN,1:58.18,women,15
3,800 Metres,4,RABABE ARAFI,MAR,1:58.90,women,15
4,800 Metres,5,SHELAYNA OSKAN-CLARKE,GBR,1:58.99,women,15
5,800 Metres,6,NATALIIA LUPU,UKR,1:58.99,women,15
6,800 Metres,7,JOANNA JÓŹWIK,POL,1:59.09,women,15
7,800 Metres,8,RENELLE LAMOTE,FRA,1:59.70,women,15
0,Javelin Throw,1,BARBORA ŠPOTÁKOVÁ,CZE,71.58,women,13
1,Javelin Throw,2,SUNETTE VILJOEN,RSA,68.38,women,13
2,Javelin Throw,3,CHRISTINA OBERGFÖLL,GER,65.24,women,13
3,Javelin Throw,4,KATHARINA MOLITOR,GER,64.32,women,13
4,Javelin Throw,5,KIM MICKLE,AUS,61.96,women,13
5,Javelin Throw,6,MARTINA RATEJ,SLO,61.65,women,13
6,Javelin Throw,7,JARMILA JURKOVICOVA,CZE,59.27,women,13
7,Javelin Throw,8,YUKI EBIHARA,JPN,59.08,women,13
8,Javelin Throw,9,GOLDIE SAYERS,GBR,58.18,women,13
9,Javelin Throw,10,MADARA PALAMEIKA,LAT,58.08,women,13
0,High Jump,1,DEREK DROUIN,CAN,2.34,men,15
1,High Jump,2,GUOWEI ZHANG,CHN,2.33,men,15
2,High Jump,2,BOHDAN BONDARENKO,UKR,2.33,men,15
3,High Jump,4,MUTAZ ESSA BARSHIM,QAT,2.33,men,15
4,High Jump,5,DANIIL TSYPLAKOV,RUS,2.29,men,15
5,High Jump,6,DONALD THOMAS,BAH,2.29,men,15
6,High Jump,7,JAROSLAV BÁBA,CZE,2.29,men,15
7,High Jump,8,ERIK KYNARD,USA,2.25,men,15
8,High Jump,8,GIANMARCO TAMBERI,ITA,2.25,men,15
9,High Jump,10,TREVOR BARRY,BAH,2.25,men,15
10,High Jump,11,DIMITRIOS CHONDROKOUKIS,CYP,2.25,men,15
11,High Jump,12,BRANDON STARC,AUS,2.25,men,15
12,High Jump,12,EIKE ONNEN,GER,2.25,men,15
13,High Jump,14,KONSTADÍNOS BANIÓTIS,GRE,2.2,men,15
0,100 Metres,1,SALLY PEARSON,AUS,12.28,Hurdles women,13
1,100 Metres,2,DANIELLE CARRUTHERS,USA,12.47,Hurdles women,13
2,100 Metres,3,DAWN HARPER-NELSON,USA,12.47,Hurdles women,13
3,100 Metres,4,TIFFANY PORTER,GBR,12.63,Hurdles women,13
4,100 Metres,5,TATYANA DEKTYAREVA,RUS,12.82,Hurdles women,13
5,100 Metres,6,NIKKITA HOLDER,CAN,12.93,Hurdles women,13
6,100 Metres,7,PHYLICIA GEORGE,CAN,17.97,Hurdles women,13
0,Triple Jump,1,TRECIA KAYE SMITH,JAM,15.11,women,10
1,Triple Jump,2,YARGERIS SAVIGNE,CUB,14.82,women,10
2,Triple Jump,3,ANNA PYATYKH,RUS,14.78,women,10
3,Triple Jump,4,YAMILÉ ALDAMA,SUD,14.72,women,10
4,Triple Jump,5,CHRYSOPIGI DEVETZI,GRE,14.64,women,10
5,Triple Jump,6,KÉNÉ NDOYE,SEN,14.47,women,10
6,Triple Jump,7,BAYA RAHOULI,ALG,14.4,women,10
7,Triple Jump,8,MAGDELÍN MARTÍNEZ,ITA,14.31,women,10
8,Triple Jump,9,QIUYAN HUANG,CHN,14.21,women,10
9,Triple Jump,10,VICTORIA GUROVA,RUS,13.96,women,10
10,Triple Jump,11,CARLOTA CASTREJANA,ESP,13.86,women,10
0,100 Metres,1,LAURYN WILLIAMS,USA,10.93,women,10
1,100 Metres,2,VERONICA CAMPBELL-BROWN,JAM,10.95,women,10
2,100 Metres,3,CHRISTINE ARRON,FRA,10.98,women,10
3,100 Metres,4,CHANDRA STURRUP,BAH,11.09,women,10
4,100 Metres,5,ME'LISA BARBER,USA,11.09,women,10
5,100 Metres,6,SHERONE SIMPSON,JAM,11.09,women,10
6,100 Metres,7,MUNA LEE,USA,11.09,women,10
7,100 Metres,8,YULIYA NESTSIARENKA,BLR,11.13,women,10
0,50 Kilometres,1,YUSUKE SUZUKI,JPN,4:04:20,Race Walk men,-29
1,50 Kilometres,2,JOÃO VIEIRA,POR,4:04:59,Race Walk men,-29
2,50 Kilometres,3,EVAN DUNFEE,CAN,4:05:02,Race Walk men,-29
3,50 Kilometres,4,WENBIN NIU,CHN,4:05:36,Race Walk men,-29
4,50 Kilometres,5,YADONG LUO,CHN,4:06:49,Race Walk men,-29
5,50 Kilometres,6,BRENDAN BOYCE,IRL,4:07:46,Race Walk men,-29
6,50 Kilometres,7,CARL DOHMANN,GER,4:10:22,Race Walk men,-29
7,50 Kilometres,8,JESÚS ÁNGEL GARCÍA,ESP,4:11:28,Race Walk men,-29
8,50 Kilometres,9,MARYAN ZAKALNYTSKYY,UKR,4:12:28,Race Walk men,-29
9,50 Kilometres,10,NARCIS STEFAN MIHAILA,ROU,4:13:56,Race Walk men,-29
10,50 Kilometres,11,QUENTIN REW,NZL,4:15:54,Race Walk men,-29
11,50 Kilometres,12,ATO IBAÑEZ,SWE,4:17:04,Race Walk men,-29
12,50 Kilometres,13,RAFAŁ AUGUSTYN,POL,4:20:25,Race Walk men,-29
13,50 Kilometres,14,MATHIEU BILODEAU,CAN,4:21:13,Race Walk men,-29
14,50 Kilometres,15,ARTUR MASTIANICA,LTU,4:21:54,Race Walk men,-29
15,50 Kilometres,16,MICHELE ANTONELLI,ITA,4:22:20,Race Walk men,-29
16,50 Kilometres,17,ALEXANDROS PAPAMICHAIL,GRE,4:22:39,Race Walk men,-29
17,50 Kilometres,18,HORACIÓ NAVA,MEX,4:24:16,Race Walk men,-29
18,50 Kilometres,19,MARC TUR,ESP,4:24:38,Race Walk men,-29
19,50 Kilometres,20,JARKKO KINNUNEN,FIN,4:25:36,Race Walk men,-29
20,50 Kilometres,21,ARNIS RUMBENIEKS,LAT,4:28:18,Race Walk men,-29
21,50 Kilometres,22,ARTUR BRZOZOWSKI,POL,4:30:17,Race Walk men,-29
22,50 Kilometres,23,JONATHAN HILBERT,GER,4:30:43,Race Walk men,-29
23,50 Kilometres,24,MARC MUNDELL,RSA,4:41:39,Race Walk men,-29
24,50 Kilometres,25,VALERIY LІTANYUK,UKR,4:42:18,Race Walk men,-29
25,50 Kilometres,26,BENCE VENYERCSÁN,HUN,4:45:04,Race Walk men,-29
26,50 Kilometres,27,HAYATO KATSUKI,JPN,4:46:10,Race Walk men,-29
27,50 Kilometres,28,RAFAŁ SIKORA,POL,4:50:08,Race Walk men,-29
0,1500 Metres,1,HICHAM EL GUERROUJ,MAR,3:30.68,men,8
1,1500 Metres,2,BERNARD LAGAT,KEN,3:31.10,men,8
2,1500 Metres,3,DRISS MAAZOUZI,FRA,3:31.54,men,8
3,1500 Metres,4,WILLIAM CHIRCHIR,KEN,3:31.91,men,8
4,1500 Metres,5,REYES ESTÉVEZ,ESP,3:32.34,men,8
5,1500 Metres,6,JOSÉ ANTONIO REDOLAT,ESP,3:34.29,men,8
6,1500 Metres,7,RUI SILVA,POR,3:35.74,men,8
7,1500 Metres,8,ABDELKADER HACHLAF,MAR,3:36.54,men,8
8,1500 Metres,9,GERT-JAN LIEFERS,NED,3:36.99,men,8
9,1500 Metres,10,PAUL MCMULLEN,USA,3:39.35,men,8
10,1500 Metres,11,ADIL KAOUCH,MAR,3:48.45,men,8
11,1500 Metres,12,MEHDI BAALA,FRA,3:55.36,men,8
0,5000 Metres,1,JAKOB INGEBRIGTSEN,NOR,13:09.24,men,-26
1,5000 Metres,2,JACOB KROP,KEN,13:09.98,men,-26
2,5000 Metres,3,OSCAR CHELIMO,UGA,13:10.20,men,-26
3,5000 Metres,4,LUIS GRIJALVA,GUA,13:10.44,men,-26
4,5000 Metres,5,MOHAMMED AHMED,CAN,13:10.46,men,-26
5,5000 Metres,6,GRANT FISHER,USA,13:11.65,men,-26
6,5000 Metres,7,NICHOLAS KIPKORIR,KEN,13:11.97,men,-26
7,5000 Metres,8,YOMIF KEJELCHA,ETH,13:12.09,men,-26
8,5000 Metres,9,JOSHUA CHEPTEGEI,UGA,13:13.12,men,-26
9,5000 Metres,10,DANIEL SIMIU EBENYO,KEN,13:16.64,men,-26
10,5000 Metres,11,ABDIHAMID NUR,USA,13:18.05,men,-26
11,5000 Metres,12,SELEMON BAREGA,ETH,13:19.62,men,-26
12,5000 Metres,13,MUKTAR EDRIS,ETH,13:24.67,men,-26
13,5000 Metres,14,MARC SCOTT,GBR,13:41.04,men,-26
14,5000 Metres,15,SAM PARSONS,GER,13:45.89,men,-26
0,Marathon,1,GEZAHEGNE ABERA,ETH,2:12:42,men,8
1,Marathon,2,SIMON BIWOTT,KEN,2:12:43,men,8
2,Marathon,3,STEFANO BALDINI,ITA,2:13:18,men,8
3,Marathon,4,TESFAYE TOLA,ETH,2:13:58,men,8
4,Marathon,5,SHIGERU ABURAYA,JPN,2:14:07,men,8
5,Marathon,6,ABDELKADER EL MOUAZIZ,MAR,2:15:41,men,8
6,Marathon,7,TESFAYE JIFAR,ETH,2:16:52,men,8
7,Marathon,8,YOSHITERU MORISHITA,JPN,2:17:05,men,8
8,Marathon,9,TAKAYUKI NISHIDA,JPN,2:17:24,men,8
9,Marathon,10,SEMRETU ALEMAYEHU,ETH,2:17:35,men,8
10,Marathon,11,GIACOMO LEONE,ITA,2:17:54,men,8
11,Marathon,12,ATSUSHI FUJITA,JPN,2:18:23,men,8
12,Marathon,13,BENOIT ZWIERZCHIEWSKI,FRA,2:18:29,men,8
13,Marathon,14,IAN SYSTER,RSA,2:19:38,men,8
14,Marathon,15,OSCAR FERNÁNDEZ,ESP,2:19:45,men,8
15,Marathon,16,ABDELHAKIM BAGY,FRA,2:20:43,men,8
16,Marathon,17,ALBERICO DI CECCO,ITA,2:20:44,men,8
17,Marathon,18,OLEXANDR KUZIN,UKR,2:21:26,men,8
18,Marathon,19,BENJAMÍN PAREDES,MEX,2:22:07,men,8
19,Marathon,20,ASAF BIMRO,ISR,2:22:36,men,8
20,Marathon,21,ANDRÉS ESPINOSA,MEX,2:23:06,men,8
21,Marathon,22,JIN-SOO LIM,KOR,2:23:16,men,8
22,Marathon,23,NICHOLAS HARRISON,AUS,2:23:24,men,8
23,Marathon,24,ANTONI PEÑA,ESP,2:23:29,men,8
24,Marathon,25,PAMENOS BALLANTYNE,VIN,2:24:36,men,8
25,Marathon,26,KEN-ICHI TAKAHASHI,JPN,2:24:41,men,8
26,Marathon,27,FRANKLIN TENORIO,ECU,2:25:15,men,8
27,Marathon,28,LUKETZ SWARTBOOI,NAM,2:25:40,men,8
28,Marathon,29,KAMAL ZIANI,ESP,2:25:43,men,8
29,Marathon,30,THABISO PAUL MOQHALI,LES,2:25:44,men,8
30,Marathon,31,MYKOLA RUDYK,UKR,2:26:04,men,8
31,Marathon,32,DIEGO COLORADO,COL,2:26:13,men,8
32,Marathon,33,AHMED ADAM SALEH,QAT,2:26:32,men,8
33,Marathon,34,LARBI ZEROUAL,FRA,2:26:45,men,8
34,Marathon,35,JOSH COX,USA,2:26:52,men,8
35,Marathon,36,RODERIC DE HIGHDEN,AUS,2:27:42,men,8
36,Marathon,37,JULIO REY,ESP,2:27:59,men,8
37,Marathon,38,EDDY HELLEBUYCK,USA,2:28:01,men,8
38,Marathon,39,ANDERS SZALKAI,SWE,2:28:33,men,8
39,Marathon,40,MAGNUS MICHELSSON,AUS,2:28:36,men,8
40,Marathon,41,FRANCISCO JAVIER CORTÉS,ESP,2:28:48,men,8
41,Marathon,42,STEVE BOHAN,CAN,2:29:22,men,8
42,Marathon,43,ERNEST NDJISSIPOU,CAF,2:29:25,men,8
43,Marathon,44,TESFIT BERHE,ERI,2:29:50,men,8
44,Marathon,45,FRANCISCO BAUTISTA,MEX,2:29:56,men,8
45,Marathon,46,BRUCE DEACON,CAN,2:30:22,men,8
46,Marathon,47,VASILIY MEDVEDEV,UZB,2:30:28,men,8
47,Marathon,48,MICHAEL DUDLEY,USA,2:30:45,men,8
48,Marathon,49,VASÍLIOS ZABÉLIS,GRE,2:31:34,men,8
49,Marathon,50,ANDRIY NAUMOV,UKR,2:31:42,men,8
50,Marathon,51,ANTONIO CARLOS ZEFERINO,CPV,2:32:46,men,8
51,Marathon,52,KIM GILLARD,AUS,2:33:11,men,8
52,Marathon,53,RAFAEL YAX,GUA,2:33:21,men,8
53,Marathon,54,YI-YONG KIM,KOR,2:33:28,men,8
54,Marathon,55,ISAAC GARCÍA,MEX,2:33:32,men,8
55,Marathon,56,ALFREDO ARÉVALO,GUA,2:34:16,men,8
56,Marathon,57,GREGORIO DOMÍNGUEZ,MEX,2:35:15,men,8
57,Marathon,58,JEAN-PAUL NIYONSABA,BDI,2:35:43,men,8
58,Marathon,59,DJURO KODZO,BIH,2:35:47,men,8
59,Marathon,60,ZIGMUND ZILBERSHTEIN,GEO,2:36:01,men,8
60,Marathon,61,KOPAMO PEKILE,LES,2:36:24,men,8
61,Marathon,62,JUAN EULOGIO RAMOS,GUA,2:37:15,men,8
62,Marathon,63,HONEST MUTSAKANI,ZIM,2:37:44,men,8
63,Marathon,64,OLIVER UTTING,CAN,2:39:53,men,8
64,Marathon,65,NESTOR JAMI,ECU,2:41:18,men,8
65,Marathon,66,ABDELLAH BÉHAR,FRA,2:41:42,men,8
66,Marathon,67,LABAN NKETE,RSA,2:42:21,men,8
67,Marathon,68,SERGEY ZABAVSKI,TJK,2:42:22,men,8
68,Marathon,69,JOSÉ JAMI,ECU,2:42:23,men,8
69,Marathon,70,LEONARDO GUEDES,BRA,2:43:11,men,8
70,Marathon,71,CHRISTIAN MARMEN,CAN,2:44:44,men,8
71,Marathon,72,FRASER BERTRAM,CAN,2:45:10,men,8
0,"10,000 Metres",1,MO FARAH,GBR,27:01.13,men,15
1,"10,000 Metres",2,GEOFFREY KAMWOROR,KEN,27:01.76,men,15
2,"10,000 Metres",3,PAUL KIPNGETICH TANUI,KEN,27:02.83,men,15
3,"10,000 Metres",4,BEDAN KAROKI,KEN,27:04.77,men,15
4,"10,000 Metres",5,GALEN RUPP,USA,27:08.91,men,15
5,"10,000 Metres",6,ABRAR OSMAN,ERI,27:43.21,men,15
6,"10,000 Metres",7,ALI KAYA,TUR,27:43.69,men,15
7,"10,000 Metres",8,TIMOTHY TOROITICH,UGA,27:44.90,men,15
8,"10,000 Metres",9,JOSHUA CHEPTEGEI,UGA,27:48.89,men,15
9,"10,000 Metres",10,MUKTAR EDRIS,ETH,27:54.47,men,15
10,"10,000 Metres",11,MOSINET GEREMEW,ETH,28:07.50,men,15
11,"10,000 Metres",12,EL HASSAN EL ABBASSI,BRN,28:12.57,men,15
12,"10,000 Metres",13,NGUSE AMLOSOM,ERI,28:14.72,men,15
13,"10,000 Metres",14,CAMERON LEVINS,CAN,28:15.19,men,15
14,"10,000 Metres",15,HASSAN MEAD,USA,28:16.30,men,15
15,"10,000 Metres",16,SHADRACK KIPCHIRCHIR,USA,28:16.30,men,15
16,"10,000 Metres",17,ARNE GABIUS,GER,28:24.47,men,15
17,"10,000 Metres",18,TETSUYA YOROIZAKA,JPN,28:25.77,men,15
18,"10,000 Metres",19,TEKLEMARIAM MEDHIN,ERI,28:39.26,men,15
19,"10,000 Metres",20,STEPHEN MOKOKA,RSA,28:47.40,men,15
20,"10,000 Metres",21,AWEKE AYALEW,BRN,29:14.55,men,15
21,"10,000 Metres",22,KENTA MURAYAMA,JPN,29:50.22,men,15
